0.6,13.6886026004924
0.61,13.9491449375234
0.62,14.2201656085772
0.63,14.4993371213532
0.64,14.7835260939959
0.65,15.0688190884772
0.66,15.3501769004208
0.67,15.6215458093074
0.68,15.8764251250487
0.69,16.1075990083237
0.7,16.3073766476112
0.71,16.4679227933654
0.72,16.582509702304
0.73,16.662697892874
0.74,16.7308361164325
0.75,16.7931588315742
0.76,16.8506718767373
0.77,16.9043026988191
0.78,16.9605710192986
0.79,17.0408607093539
0.8,17.2061560111298
0.81,17.4904792961502
0.82,17.7962280764919
0.83,18.0733346548371
0.84,18.3129795508963
0.85,18.5118654492867
0.86,18.668045288392
0.87,18.7808583503762
0.88,18.8511778769671
0.89,18.88048761198
0.9,18.870837816517
0.91,18.8244667968013
0.92,18.7434384547379
0.93,18.6294689787994
0.94,18.4840930820596
0.95,18.3126577624833
0.96,18.1744921232442
0.97,18.1183711181735
0.98,18.0822889599527
0.99,18.0397369394069
1,17.9838476139357
1.01,17.9190406201241
1.02,17.8747700647637
1.03,17.8614748581217
1.04,17.8454664974005
1.05,17.820157483425
1.06,17.7918507161593
1.07,17.7713299020642
1.08,17.7731803850332
1.09,17.8024292507207
1.1,17.8438002222978
1.11,17.8839284733672
1.12,17.9171229075062
1.13,17.9393903384136
1.14,17.9456998130079
1.15,17.9288914991988
1.16,17.88063870343
1.17,17.7976637180877
1.18,17.6865599388947
1.19,17.5556576831785
1.2,17.4077493652369
1.21,17.2406961664317
1.22,17.0528137947722
1.23,16.8478324614179
1.24,16.6364606664163
1.25,16.4481451985907
1.26,16.3101893206159
1.27,16.2060465092131
1.28,16.1159939166881
1.29,16.0308073161894
1.3,15.9468733125471
1.31,15.866805035003
1.32,15.8045619723962
1.33,15.7647019961134
1.34,15.7376903885837
1.35,15.7174632729051
1.36,15.7015993086263
1.37,15.6892610408703
1.38,15.6803147622912
1.39,15.6745972173757
1.4,15.6722232607086
